sequence_id,date,elevation,impervious_pct,drainage_capacity,avg_slope,rainfall,temperature,antecedent_precipitation,groundwater_depth,river_level,water_level_rise (m)
0.0,2023-01-01,108.15557719681645,75.18137472813467,2413.1751415406798,3.7203904244095036,270.6704574576677,35.58366715045079,270.6704574576677,5.6724632001763045,0.0,1.8915661564900943
0.0,2023-01-02,108.15557719681645,75.18137472813467,2413.1751415406798,3.7203904244095036,49.93013073938641,28.113059320248553,252.93297383263717,5.547334919289314,0.3220376167318817,0.3851035125506657
0.0,2023-01-03,108.15557719681645,75.18137472813467,2413.1751415406798,3.7203904244095036,189.09924644838088,21.27542749425097,378.7989768228588,4.452855786817449,1.795922950719823,1.5232179468318119
0.0,2023-01-04,108.15557719681645,75.18137472813467,2413.1751415406798,3.7203904244095036,230.24559710510354,39.92379704985105,514.3448297222476,3.8985796832859734,3.1080576458086053,1.958138564888793
0.0,2023-01-05,108.15557719681645,75.18137472813467,2413.1751415406798,3.7203904244095036,66.92101994886119,37.988355143439875,452.67964224054685,4.0835087892792625,2.4354158190039037,0.7412060932036476
1.0,2023-01-01,801.9299442627332,61.439086178895536,4031.160394995368,9.400848431671392,244.1760348168841,31.10570152466094,244.1760348168841,12.20904320776307,0.0,0.7185573865355234
1.0,2023-01-02,801.9299442627332,61.439086178895536,4031.160394995368,9.400848431671392,123.05653220807218,23.709593931169938,306.1885583207353,11.542144303969508,0.8267228964814626,0.4012284733185786
1.0,2023-01-03,801.9299442627332,61.439086178895536,4031.160394995368,9.400848431671392,74.1651804229115,34.64590254246584,303.806599163463,11.557154503553583,0.8937663266715479,0.2605225759623374
1.0,2023-01-04,801.9299442627332,61.439086178895536,4031.160394995368,9.400848431671392,46.168592946532236,31.74134193652923,274.02354231912943,11.595965216282092,0.6741307159451138,0.1677470490500798
1.0,2023-01-05,801.9299442627332,61.439086178895536,4031.160394995368,9.400848431671392,232.6902318065109,35.199635723137284,438.20788854585794,10.840499486175029,2.2565058626474306,0.7914780196343794
2.0,2023-01-01,1378.7847891422057,76.44644922804554,3024.440380096299,14.901523440334856,96.79096321233047,26.8095160081581,96.79096321233047,14.068388379362748,0.0,0.20544127353934086
2.0,2023-01-02,1378.7847891422057,76.44644922804554,3024.440380096299,14.901523440334856,196.7565201756394,25.85499270076101,269.3497425848873,13.118805486514992,1.5538503848196585,0.470625669868877
2.0,2023-01-03,1378.7847891422057,76.44644922804554,3024.440380096299,14.901523440334856,128.43138404089598,21.67901268919937,330.44369097956144,12.343809073878488,1.9188626487297853,0.3380551397359653
2.0,2023-01-04,1378.7847891422057,76.44644922804554,3024.440380096299,14.901523440334856,176.40339620029218,32.469544558684746,424.23616443496326,11.760573875224416,2.6045213501982794,0.46326615152467426
2.0,2023-01-05,1378.7847891422057,76.44644922804554,3024.440380096299,14.901523440334856,217.74310683346982,38.59734014584459,535.9202301596922,11.215751946890851,3.4334810719820448,0.5792882216646434
3.0,2023-01-01,1282.9540669688051,28.724013220776985,4688.57924627069,3.360983000654663,226.58300234084362,39.943403187949954,226.58300234084362,12.856757151140325,0.0,0.39646547739177396
3.0,2023-01-02,1282.9540669688051,28.724013220776985,4688.57924627069,3.360983000654663,195.8777412896672,20.105073597968175,365.8149930452999,11.681571388610715,1.427979808180169,0.3828950775791246
3.0,2023-01-03,1282.9540669688051,28.724013220776985,4688.57924627069,3.360983000654663,118.27219572375711,34.23813366646574,392.6334405077321,11.45973575665056,1.6191283931177733,0.252479445354144
3.0,2023-01-04,1282.9540669688051,28.724013220776985,4688.57924627069,3.360983000654663,22.37806901777738,22.99201745544687,316.8531493985764,11.267526109779547,0.8568537898484352,0.06325189457382434
3.0,2023-01-05,1282.9540669688051,28.724013220776985,4688.57924627069,3.360983000654663,86.1222934916496,20.38365040532328,323.76215554058194,10.65226065853423,0.9607054951042171,0.1777093028792781
4.0,2023-01-01,1095.6241858174608,11.717301246268345,1435.4145390575384,14.084597483916768,229.6941781005462,38.3977012671363,229.6941781005462,6.671907087850512,0.0,0.5692894734182725
4.0,2023-01-02,1095.6241858174608,11.717301246268345,1435.4145390575384,14.084597483916768,98.2788717908037,29.329061172634724,270.54950536621334,6.353675175801882,0.8516734269468853,0.2775052429114586
4.0,2023-01-03,1095.6241858174608,11.717301246268345,1435.4145390575384,14.084597483916768,94.77398700989458,38.90098081254925,297.6861160345546,6.435844473254379,1.3455780466162321,0.28849196068708327
4.0,2023-01-04,1095.6241858174608,11.717301246268345,1435.4145390575384,14.084597483916768,174.62860612969428,28.105660775945108,397.8931931556102,5.686927873643713,2.3907522742766156,0.528040920841021
4.0,2023-01-05,1095.6241858174608,11.717301246268345,1435.4145390575384,14.084597483916768,33.405716207019275,29.271071807517608,331.8256110737269,5.69074216490932,1.7491227330084977,0.15246691467564755
5.0,2023-01-01,402.48152381051744,51.474477875351106,1748.7809726160065,12.155402298144569,256.3138939092877,38.55813477327454,256.3138939092877,7.863222813868166,0.0,1.5054876689351502
5.0,2023-01-02,402.48152381051744,51.474477875351106,1748.7809726160065,12.155402298144569,196.46774801104536,29.931860061766802,388.7031684430111,7.078158476283612,1.7385662820565517,1.3180907396206816
